primary_accession	OSD188_6_14_RI	OSD189_6_14_YNG	OSD190_6_14_KI	OSD191_6_14_DRW	OSD31_6_14_PH	OSD32_6_14_NSI	OSD33_6_14_MI
M01153_28_000000000-ABJE2_1_1110_23435_7048	0	2	0	1	1	0	0
M01153_28_000000000-ABJE2_1_1110_23460_21688	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_23495_13317	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23539_24665	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23546_12664	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_23572_21634	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_23583_11578	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23639_23179	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23666_11971	0	0	0	0	0	0	5
M01153_28_000000000-ABJE2_1_1110_23694_19941	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23706_24197	4	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23718_24326	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_2373_14824	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23738_19685	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23751_4232	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_23770_21403	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23821_26090	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_2383_12783	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23836_20465	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23889_8852	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23926_23635	0	0	4	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_23967_23017	0	0	0	4	0	0	0
M01153_28_000000000-ABJE2_1_1110_24074_4409	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_24110_22498	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_24138_16787	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_24142_6898	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_24145_19708	0	0	0	0	0	5	0
M01153_28_000000000-ABJE2_1_1110_24158_18985	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_24191_16417	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_24242_11808	0	0	0	0	0	12	0
M01153_28_000000000-ABJE2_1_1110_24274_14071	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_24357_20878	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_24371_24039	0	0	0	0	1	1	0
M01153_28_000000000-ABJE2_1_1110_24400_10601	0	1	0	0	9	0	0
M01153_28_000000000-ABJE2_1_1110_24402_8165	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_24428_5015	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_24432_13108	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_24535_15259	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_24586_16157	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_24593_6723	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_24634_9905	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_24646_22887	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1110_24683_16211	0	0	3	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_24758_12690	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_24822_16329	0	0	0	0	0	24	0
M01153_28_000000000-ABJE2_1_1110_24826_16164	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_24880_10086	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_24978_6864	0	2	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1110_24983_16577	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1110_24989_23025	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_24989_8670	0	0	0	4	0	0	0
M01153_28_000000000-ABJE2_1_1110_25013_21357	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_25017_5134	4	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_25023_12960	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_25024_7466	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_25027_5370	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_25030_6204	0	0	0	10	0	0	0
M01153_28_000000000-ABJE2_1_1110_25061_18848	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_25075_13412	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1110_25110_6349	0	0	0	0	21	0	0
M01153_28_000000000-ABJE2_1_1110_25141_11611	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_25178_11272	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_25208_11182	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_25241_23584	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_25244_14808	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_25290_19010	0	0	0	0	0	6	0
M01153_28_000000000-ABJE2_1_1110_2539_19493	3	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_25390_20322	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_25438_12918	0	3	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_2545_19780	5	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_25485_23928	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_25543_23703	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_2556_12248	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_25595_20159	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_25630_18252	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_25691_16391	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_25696_8458	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_25720_23349	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_25796_22403	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_25811_6875	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_25832_20033	0	0	0	7	0	1	0
M01153_28_000000000-ABJE2_1_1110_25933_15998	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_25961_20219	0	0	0	0	7	0	0
M01153_28_000000000-ABJE2_1_1110_25962_15156	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_25973_9047	0	1	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_26178_18158	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_26179_22452	0	0	0	11	0	0	0
M01153_28_000000000-ABJE2_1_1110_26189_7881	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_26194_14839	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_2621_19428	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_26236_14730	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_26260_12393	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_26285_15056	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_26328_13464	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1110_26366_9011	0	0	1	0	0	0	2
M01153_28_000000000-ABJE2_1_1110_26443_11336	14	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_26463_6706	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_26469_17798	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_26495_17799	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_26498_19834	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_26534_21995	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_26600_10397	1	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1110_26642_7825	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_26721_18009	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1110_26822_21204	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_26839_19116	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_26859_21778	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_26863_15314	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1110_26880_11540	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_26884_16558	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_26893_9005	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_26974_19222	4	0	0	0	0	6	0
M01153_28_000000000-ABJE2_1_1110_26995_12283	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_27011_16634	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_27064_13222	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_27068_18309	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_27113_12215	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_27141_13136	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_2724_20494	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_27253_12500	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1110_27280_7453	0	0	0	1	1	1	0
M01153_28_000000000-ABJE2_1_1110_27303_7590	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_27372_10223	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_27390_20258	1	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_27391_20509	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_27395_20977	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_27423_16718	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_27479_18911	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_27479_7996	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_27663_15930	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_27687_8976	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_2776_13946	0	0	5	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_27786_11833	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_27800_13542	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_2783_16956	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_27830_14146	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_27843_21168	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_27935_18034	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_27959_10071	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_27971_21601	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_28012_14614	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_28130_16313	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1110_28188_20083	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_28192_21681	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_28351_18688	0	0	0	0	6	9	0
M01153_28_000000000-ABJE2_1_1110_28383_16439	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_28411_19018	1	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_28458_9988	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_2848_9860	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_28528_13317	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_28559_17617	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_28577_20319	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_28584_18662	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1110_28591_10282	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_28629_16262	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_28714_12707	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1110_28834_15691	4	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_28902_13122	0	0	0	1	0	1	0
M01153_28_000000000-ABJE2_1_1110_2891_19417	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_28987_16530	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_29039_14590	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_29335_15386	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_29385_16257	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_29470_16312	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_2951_14348	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_29590_13727	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_3011_16654	0	0	0	0	0	6	0
M01153_28_000000000-ABJE2_1_1110_3018_9723	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_3030_15929	0	2	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1110_3032_13336	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_3066_12498	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_3080_14478	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_3169_17355	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_3180_15282	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_3326_11803	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_3440_12670	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1110_3465_12116	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_3607_8328	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_3636_21861	0	0	0	0	0	0	5
M01153_28_000000000-ABJE2_1_1110_3715_15327	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_3769_11196	18	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_3796_15736	0	17	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_3817_20608	1	0	0	3	3	0	2
M01153_28_000000000-ABJE2_1_1110_3901_17278	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_3909_22687	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1110_3948_22667	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_3973_12471	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_3985_9262	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_4027_7999	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_4139_17713	0	0	0	0	0	50	0
M01153_28_000000000-ABJE2_1_1110_4248_16007	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_4253_14004	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_4362_12798	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_4466_19321	0	0	0	4	0	0	0
M01153_28_000000000-ABJE2_1_1110_4487_16999	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_4537_8771	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_4553_7336	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_4639_15065	3	1	0	0	1	2	0
M01153_28_000000000-ABJE2_1_1110_4640_16053	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_4687_19696	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_4740_19944	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_4747_16276	0	4	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_4784_7232	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_4869_19910	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_4899_8847	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1110_4911_20367	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1110_4933_8529	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5026_24164	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_5080_9843	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_5106_21228	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_5132_12249	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5205_6788	2	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_5256_11148	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5256_9659	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_5261_12363	0	0	0	0	0	5	0
M01153_28_000000000-ABJE2_1_1110_5286_13587	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5372_24680	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_5394_7409	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5395_8308	0	0	0	0	3	7	0
M01153_28_000000000-ABJE2_1_1110_5403_20706	2	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5423_11463	0	0	0	15	0	0	0
M01153_28_000000000-ABJE2_1_1110_5428_11526	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_5445_9928	0	3	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5510_12070	0	2	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5523_21749	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5545_18455	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1110_5547_10182	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_5560_10396	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_5579_20089	0	0	0	0	0	0	3
M01153_28_000000000-ABJE2_1_1110_5677_13650	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1110_5708_14994	2	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5717_5901	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_5725_23040	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_5733_13991	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1110_5742_23958	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5790_22479	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_5806_10973	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1110_5838_16970	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1110_5842_6015	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_5873_25020	0	0	0	9	0	0	0
M01153_28_000000000-ABJE2_1_1110_5924_19462	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_5938_9860	0	0	0	0	0	10	0
M01153_28_000000000-ABJE2_1_1110_6016_8348	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_6094_19593	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_6110_18325	0	0	0	3	0	0	0
M01153_28_000000000-ABJE2_1_1110_6125_18372	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_6150_22149	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_6188_9533	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_6204_23084	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6234_10178	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1110_6254_5215	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_6297_12716	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6320_8610	0	2	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6414_17941	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_6419_17981	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1110_6461_7217	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6472_23017	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1110_6490_22436	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6517_9012	0	2	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6519_14832	0	0	0	0	5	0	0
M01153_28_000000000-ABJE2_1_1110_6608_5635	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6630_12018	0	0	1	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_6691_20468	5	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6703_16556	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_6706_7476	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6727_23011	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1110_6733_6354	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6740_5265	0	2	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_6753_8025	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1110_6804_14327	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6819_18879	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_6843_21588	0	0	0	0	0	3	0
M01153_28_000000000-ABJE2_1_1110_6845_17824	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6854_25183	1	0	1	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_6872_22593	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_6898_15541	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_6905_10993	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_6906_24563	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_7028_11914	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_7145_24509	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_7218_23476	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_7294_5197	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_7302_10648	0	0	0	2	0	0	0
M01153_28_000000000-ABJE2_1_1110_7303_8200	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_7304_15346	0	0	0	13	0	0	0
M01153_28_000000000-ABJE2_1_1110_7404_13607	0	0	0	0	5	0	0
M01153_28_000000000-ABJE2_1_1110_7412_8948	3	0	0	0	3	0	1
M01153_28_000000000-ABJE2_1_1110_7439_14760	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_7442_21169	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1110_7451_6515	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_7483_21808	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_7498_12338	3	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_7529_17804	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1110_7533_10406	1	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_7576_16355	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_7598_20897	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_7608_16864	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_7679_24883	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_7716_15799	0	8	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_7739_22772	0	0	0	0	0	11	0
M01153_28_000000000-ABJE2_1_1110_7751_14944	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_7781_11560	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_7781_13272	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_7791_17367	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_7808_9123	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_7851_12640	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_7853_18654	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_7933_8217	0	0	1	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_8196_15135	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_8352_20532	0	0	0	0	0	2	0
M01153_28_000000000-ABJE2_1_1110_8362_27119	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_8381_15850	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_8414_16367	0	0	0	0	2	0	0
M01153_28_000000000-ABJE2_1_1110_8442_4141	0	0	0	0	1	2	0
M01153_28_000000000-ABJE2_1_1110_8550_15088	1	0	0	0	1	1	0
M01153_28_000000000-ABJE2_1_1110_8552_12942	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_8583_13009	0	0	15	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_8600_5650	0	0	0	0	0	18	0
M01153_28_000000000-ABJE2_1_1110_8635_23017	0	0	0	0	3	0	0
M01153_28_000000000-ABJE2_1_1110_8637_23633	0	0	0	0	0	0	2
M01153_28_000000000-ABJE2_1_1110_8643_7232	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_8738_27072	0	4	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_8739_8543	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_8784_5081	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_8843_25653	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_8864_17932	0	0	0	1	0	0	0
M01153_28_000000000-ABJE2_1_1110_8884_5053	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_8967_15145	0	0	0	0	0	1	0
M01153_28_000000000-ABJE2_1_1110_8970_16835	0	0	7	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_8973_19503	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9004_22803	0	0	0	0	1	0	0
M01153_28_000000000-ABJE2_1_1110_9008_18988	0	0	0	0	0	0	1
M01153_28_000000000-ABJE2_1_1110_9022_14026	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9059_6336	0	0	0	8	0	0	0
M01153_28_000000000-ABJE2_1_1110_9132_15008	3	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9147_22712	0	0	2	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9154_20709	1	0	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9184_12372	0	1	0	0	0	0	0
M01153_28_000000000-ABJE2_1_1110_9185_24755	0	0	0	0	0	2	0
